transaction_id,card_id,transaction_date,amount,merchant_category,transaction_type
txn_card_6_2_7,card_6,2025-11-03,100,entertainment,online
txn_card_6_2_8,card_6,2025-11-28,100,shopping,online
txn_card_6_2_9,card_6,2025-11-23,500,fuel,online
txn_card_6_2_10,card_6,2025-11-19,100,utilities,in_store
txn_card_6_2_11,card_6,2025-11-06,500,entertainment,in_store
txn_card_6_2_12,card_6,2025-11-24,500,food_delivery,in_store
txn_card_6_2_13,card_6,2025-11-20,500,utilities,online
txn_card_6_2_14,card_6,2025-11-25,200,food_delivery,online
txn_card_6_2_15,card_6,2025-11-15,100,entertainment,online
txn_card_6_2_16,card_6,2025-11-15,500,entertainment,online
txn_card_6_2_17,card_6,2025-11-18,1000,food_delivery,online
txn_card_6_2_18,card_6,2025-12-02,2000,utilities,online
txn_card_6_2_19,card_6,2025-11-28,1000,food_delivery,online
txn_card_6_2_20,card_6,2025-12-01,200,utilities,in_store
txn_card_6_2_21,card_6,2025-11-11,100,fuel,online
txn_card_6_2_22,card_6,2025-11-17,100,shopping,online
txn_card_6_2_23,card_6,2025-11-14,500,travel,online
txn_card_6_2_24,card_6,2025-11-17,500,groceries,online
txn_card_6_2_25,card_6,2025-11-24,2000,shopping,in_store
txn_card_6_2_26,card_6,2025-11-08,2000,food_delivery,online
txn_card_6_2_27,card_6,2025-11-17,100,travel,online
txn_card_6_2_28,card_6,2025-11-19,1000,food_delivery,online
txn_card_6_2_29,card_6,2025-11-08,500,travel,online
txn_card_6_2_30,card_6,2025-12-01,500,entertainment,online
txn_card_6_2_31,card_6,2025-11-19,200,food_delivery,in_store
txn_card_6_2_32,card_6,2025-11-08,500,fuel,in_store
txn_card_6_3_0,card_6,2025-10-05,100,entertainment,online
txn_card_6_3_1,card_6,2025-10-09,100,food_delivery,in_store
txn_card_6_3_2,card_6,2025-10-07,500,travel,in_store
txn_card_6_3_3,card_6,2025-10-10,200,shopping,online
txn_card_6_3_4,card_6,2025-10-14,100,rent,online
txn_card_6_3_5,card_6,2025-10-22,200,rent,online
txn_card_6_3_6,card_6,2025-10-19,100,food_delivery,in_store
txn_card_6_3_7,card_6,2025-10-20,2000,fuel,online
txn_card_6_3_8,card_6,2025-10-07,200,fuel,online
txn_card_6_3_9,card_6,2025-10-08,100,shopping,online
txn_card_6_3_10,card_6,2025-10-11,100,utilities,in_store
txn_card_6_3_11,card_6,2025-10-07,200,utilities,online
txn_card_6_3_12,card_6,2025-10-05,500,travel,online
txn_card_6_3_13,card_6,2025-10-18,1000,groceries,online
txn_card_6_3_14,card_6,2025-10-05,2000,food_delivery,online
txn_card_6_3_15,card_6,2025-10-10,500,groceries,online
txn_card_6_3_16,card_6,2025-11-02,1000,fuel,online
txn_card_6_3_17,card_6,2025-10-24,200,utilities,online
txn_card_6_3_18,card_6,2025-11-02,100,entertainment,online
txn_card_6_3_19,card_6,2025-10-27,1000,travel,online
txn_card_6_3_20,card_6,2025-11-01,2000,food_delivery,online
txn_card_6_3_21,card_6,2025-10-18,500,food_delivery,online
txn_card_6_3_22,card_6,2025-10-13,500,food_delivery,in_store
txn_card_6_3_23,card_6,2025-10-06,1000,rent,in_store
txn_card_6_3_24,card_6,2025-10-07,200,groceries,in_store
txn_card_6_3_25,card_6,2025-10-08,2000,food_delivery,in_store
txn_card_6_3_26,card_6,2025-10-25,100,travel,in_store
txn_card_6_3_27,card_6,2025-10-14,500,fuel,online
txn_card_6_3_28,card_6,2025-10-31,100,travel,in_store
txn_card_6_3_29,card_6,2025-10-20,200,groceries,online
txn_card_6_3_30,card_6,2025-10-22,2000,entertainment,online
txn_card_6_3_31,card_6,2025-10-26,200,utilities,online
txn_card_6_3_32,card_6,2025-10-27,200,groceries,in_store
txn_card_6_3_33,card_6,2025-10-13,100,fuel,online
txn_card_6_4_0,card_6,2025-09-28,500,utilities,online
txn_card_6_4_1,card_6,2025-09-13,200,rent,in_store
txn_card_6_4_2,card_6,2025-09-25,5000,shopping,online
txn_card_6_4_3,card_6,2025-10-03,2000,utilities,online
txn_card_6_4_4,card_6,2025-09-21,100,rent,online
txn_card_6_4_5,card_6,2025-09-22,200,entertainment,in_store
txn_card_6_4_6,card_6,2025-09-19,100,utilities,online
txn_card_6_4_7,card_6,2025-09-18,100,utilities,online
txn_card_6_4_8,card_6,2025-09-07,5000,fuel,online
txn_card_6_4_9,card_6,2025-09-30,1000,shopping,in_store
txn_card_6_4_10,card_6,2025-09-18,500,shopping,online
txn_card_6_4_11,card_6,2025-09-15,200,rent,in_store
txn_card_6_4_12,card_6,2025-10-02,200,utilities,in_store
txn_card_6_4_13,card_6,2025-09-08,100,utilities,online
txn_card_6_4_14,card_6,2025-10-02,500,entertainment,online
txn_card_6_4_15,card_6,2025-09-19,200,shopping,online
txn_card_6_4_16,card_6,2025-10-01,1000,entertainment,online
txn_card_6_4_17,card_6,2025-09-07,500,utilities,online
txn_card_6_4_18,card_6,2025-09-13,200,entertainment,in_store
txn_card_6_4_19,card_6,2025-09-23,500,groceries,online
txn_card_6_4_20,card_6,2025-09-07,200,food_delivery,in_store
txn_card_6_4_21,card_6,2025-09-08,1000,travel,online
txn_card_6_4_22,card_6,2025-09-26,1000,rent,in_store
txn_card_6_4_23,card_6,2025-10-02,200,utilities,in_store
txn_card_6_4_24,card_6,2025-09-07,100,rent,online
txn_card_6_4_25,card_6,2025-09-09,2000,shopping,in_store
txn_card_6_4_26,card_6,2025-09-12,500,fuel,online
txn_card_6_4_27,card_6,2025-09-23,500,rent,online
txn_card_6_4_28,card_6,2025-09-29,100,utilities,online
txn_card_6_4_29,card_6,2025-09-13,200,shopping,in_store
txn_card_6_4_30,card_6,2025-09-22,100,shopping,in_store
txn_card_6_4_31,card_6,2025-09-28,500,shopping,online
txn_card_6_4_32,card_6,2025-09-24,1000,rent,online
txn_card_6_4_33,card_6,2025-09-05,500,food_delivery,online
txn_card_6_4_34,card_6,2025-09-19,500,shopping,in_store
txn_card_6_4_35,card_6,2025-09-14,200,rent,online
txn_card_6_4_36,card_6,2025-09-07,500,shopping,in_store
txn_card_6_4_37,card_6,2025-09-20,2000,utilities,online
txn_card_6_4_38,card_6,2025-09-18,200,fuel,in_store
txn_card_6_4_39,card_6,2025-09-13,2000,utilities,online
txn_card_6_4_40,card_6,2025-09-14,5000,rent,in_store
txn_card_6_4_41,card_6,2025-09-06,200,fuel,in_store
txn_card_6_4_42,card_6,2025-09-25,500,food_delivery,online
txn_card_6_4_43,card_6,2025-09-25,200,travel,online
txn_card_6_4_44,card_6,2025-10-02,500,fuel,online
txn_card_6_4_45,card_6,2025-09-16,500,travel,online
txn_card_6_4_46,card_6,2025-09-08,500,entertainment,in_store
txn_card_6_4_47,card_6,2025-09-23,1000,rent,in_store
txn_card_6_4_48,card_6,2025-09-05,100,groceries,in_store
txn_card_6_4_49,card_6,2025-09-11,100,fuel,online
txn_card_6_5_0,card_6,2025-08-29,200,utilities,online
txn_card_6_5_1,card_6,2025-08-06,200,utilities,in_store
txn_card_6_5_2,card_6,2025-08-26,200,shopping,in_store
txn_card_6_5_3,card_6,2025-08-06,100,utilities,online
txn_card_6_5_4,card_6,2025-08-24,500,food_delivery,online
txn_card_6_5_5,card_6,2025-08-18,100,fuel,online
txn_card_6_5_6,card_6,2025-08-06,2000,utilities,online
txn_card_6_5_7,card_6,2025-08-10,1000,utilities,in_store
txn_card_6_5_8,card_6,2025-08-20,5000,food_delivery,in_store
txn_card_6_5_9,card_6,2025-08-05,1000,utilities,in_store
txn_card_6_5_10,card_6,2025-08-07,200,entertainment,online
txn_card_6_5_11,card_6,2025-08-31,2000,entertainment,in_store
txn_card_6_5_12,card_6,2025-08-18,200,travel,in_store
txn_card_6_5_13,card_6,2025-08-20,2000,shopping,online
txn_card_6_5_14,card_6,2025-08-11,100,shopping,online
txn_card_6_5_15,card_6,2025-08-13,500,utilities,in_store
txn_card_6_5_16,card_6,2025-08-17,2000,shopping,in_store
txn_card_6_5_17,card_6,2025-08-31,200,rent,online
txn_card_6_5_18,card_6,2025-08-07,200,rent,online
txn_card_6_5_19,card_6,2025-09-03,500,food_delivery,in_store
txn_card_6_5_20,card_6,2025-08-24,500,groceries,online
txn_card_6_5_21,card_6,2025-08-29,200,fuel,in_store
txn_card_6_5_22,card_6,2025-09-01,200,food_delivery,online
txn_card_6_5_23,card_6,2025-08-24,100,food_delivery,online
txn_card_6_5_24,card_6,2025-08-19,5000,rent,online
txn_card_6_5_25,card_6,2025-08-30,100,utilities,online
txn_card_6_5_26,card_6,2025-08-05,200,entertainment,online
txn_card_6_5_27,card_6,2025-08-21,500,utilities,in_store
txn_card_6_5_28,card_6,2025-09-02,500,groceries,in_store
txn_card_6_5_29,card_6,2025-08-07,500,utilities,in_store
txn_card_6_5_30,card_6,2025-08-17,200,shopping,in_store
txn_card_6_5_31,card_6,2025-08-26,5000,rent,in_store
txn_card_6_5_32,card_6,2025-08-17,500,groceries,online
txn_card_6_5_33,card_6,2025-08-24,500,entertainment,in_store
txn_card_6_5_34,card_6,2025-08-23,200,food_delivery,in_store
txn_card_6_5_35,card_6,2025-08-20,200,shopping,online
txn_card_6_5_36,card_6,2025-09-01,1000,food_delivery,online
txn_card_6_5_37,card_6,2025-08-11,5000,shopping,online
txn_card_6_5_38,card_6,2025-08-18,100,fuel,in_store
txn_card_6_5_39,card_6,2025-08-10,500,rent,in_store
txn_card_6_5_40,card_6,2025-08-18,500,groceries,in_store
txn_card_7_0_0,card_7,2026-01-04,1000,rent,online
txn_card_7_0_1,card_7,2026-01-16,200,rent,in_store
txn_card_7_0_2,card_7,2026-01-05,100,fuel,in_store
txn_card_7_0_3,card_7,2026-01-13,200,entertainment,online
txn_card_7_0_4,card_7,2026-01-22,200,groceries,in_store
txn_card_7_0_5,card_7,2026-01-30,1000,groceries,in_store
txn_card_7_0_6,card_7,2026-01-05,200,groceries,in_store
txn_card_7_0_7,card_7,2026-01-27,200,travel,online
txn_card_7_0_8,card_7,2026-01-14,100,utilities,online
txn_card_7_0_9,card_7,2026-01-26,200,travel,online
txn_card_7_1_0,card_7,2025-12-06,100,rent,in_store
txn_card_7_1_1,card_7,2025-12-19,100,travel,online
txn_card_7_1_2,card_7,2025-12-31,2000,travel,in_store
txn_card_7_1_3,card_7,2025-12-21,100,rent,in_store
txn_card_7_1_4,card_7,2025-12-24,500,travel,online
txn_card_7_1_5,card_7,2025-12-27,2000,travel,online
txn_card_7_1_6,card_7,2025-12-19,100,fuel,online
txn_card_7_1_7,card_7,2025-12-18,500,travel,in_store
txn_card_7_1_8,card_7,2025-12-03,100,entertainment,in_store
txn_card_7_1_9,card_7,2025-12-06,1000,rent,in_store
txn_card_7_1_10,card_7,2025-12-06,500,travel,online
txn_card_7_1_11,card_7,2025-12-31,500,entertainment,online
txn_card_7_1_12,card_7,2025-12-06,500,rent,in_store
txn_card_7_1_13,card_7,2025-12-16,100,utilities,online
txn_card_7_1_14,card_7,2025-12-18,500,rent,online
txn_card_7_1_15,card_7,2025-12-06,500,shopping,in_store
txn_card_7_1_16,card_7,2025-12-28,500,groceries,in_store
txn_card_7_1_17,card_7,2026-01-01,200,fuel,in_store
txn_card_7_1_18,card_7,2026-01-01,200,fuel,online
txn_card_7_1_19,card_7,2025-12-09,500,shopping,in_store
txn_card_7_1_20,card_7,2025-12-25,200,travel,in_store
txn_card_7_1_21,card_7,2025-12-10,1000,rent,online
txn_card_7_1_22,card_7,2026-01-01,2000,groceries,in_store
txn_card_7_1_23,card_7,2025-12-12,1000,travel,in_store
txn_card_7_1_24,card_7,2025-12-09,5000,entertainment,online
txn_card_7_1_25,card_7,2025-12-31,200,travel,online
txn_card_7_1_26,card_7,2025-12-04,500,entertainment,online
txn_card_7_1_27,card_7,2025-12-20,500,rent,online
txn_card_7_1_28,card_7,2025-12-08,200,groceries,in_store
txn_card_7_1_29,card_7,2025-12-28,200,rent,online
txn_card_7_1_30,card_7,2025-12-19,500,food_delivery,online
txn_card_7_1_31,card_7,2025-12-14,2000,fuel,in_store
txn_card_7_1_32,card_7,2025-12-27,100,rent,in_store
txn_card_7_1_33,card_7,2025-12-16,100,food_delivery,online
txn_card_7_1_34,card_7,2025-12-25,500,fuel,online
txn_card_7_1_35,card_7,2025-12-07,500,fuel,online
txn_card_7_1_36,card_7,2025-12-29,200,shopping,online
txn_card_7_1_37,card_7,2025-12-09,200,shopping,online
txn_card_7_1_38,card_7,2025-12-12,200,shopping,online
txn_card_7_1_39,card_7,2025-12-14,200,entertainment,in_store
txn_card_7_1_40,card_7,2025-12-05,200,shopping,online
txn_card_7_1_41,card_7,2025-12-17,500,entertainment,online
txn_card_7_2_0,card_7,2025-11-25,500,rent,in_store
txn_card_7_2_1,card_7,2025-11-30,200,entertainment,online
txn_card_7_2_2,card_7,2025-11-17,1000,fuel,online
txn_card_7_2_3,card_7,2025-11-26,500,utilities,online
txn_card_7_2_4,card_7,2025-11-13,500,food_delivery,online
txn_card_7_2_5,card_7,2025-11-27,2000,groceries,online
txn_card_7_2_6,card_7,2025-11-28,1000,travel,online
txn_card_7_2_7,card_7,2025-11-27,100,travel,in_store
txn_card_7_2_8,card_7,2025-11-13,100,travel,online
txn_card_7_2_9,card_7,2025-11-16,200,rent,online
txn_card_7_2_10,card_7,2025-11-27,100,food_delivery,online
txn_card_7_2_11,card_7,2025-11-17,200,food_delivery,online
txn_card_7_2_12,card_7,2025-11-03,100,groceries,online
txn_card_7_2_13,card_7,2025-11-05,5000,travel,in_store
txn_card_7_2_14,card_7,2025-11-18,100,entertainment,online
txn_card_7_2_15,card_7,2025-11-27,100,fuel,in_store
txn_card_7_2_16,card_7,2025-11-04,500,entertainment,online
txn_card_7_3_0,card_7,2025-10-18,200,shopping,online
txn_card_7_3_1,card_7,2025-10-14,1000,shopping,online
txn_card_7_3_2,card_7,2025-10-17,5000,entertainment,online
txn_card_7_3_3,card_7,2025-10-12,500,rent,in_store
txn_card_7_3_4,card_7,2025-10-26,100,rent,online
txn_card_7_3_5,card_7,2025-10-26,200,utilities,online
txn_card_7_3_6,card_7,2025-10-22,500,utilities,in_store
txn_card_7_3_7,card_7,2025-10-20,5000,rent,online
txn_card_7_3_8,card_7,2025-10-06,500,travel,online
txn_card_7_3_9,card_7,2025-10-26,500,travel,online
txn_card_7_3_10,card_7,2025-10-19,1000,entertainment,online
txn_card_7_3_11,card_7,2025-10-15,1000,travel,in_store
txn_card_7_3_12,card_7,2025-10-11,100,groceries,online
txn_card_7_3_13,card_7,2025-10-26,200,shopping,online
txn_card_7_3_14,card_7,2025-10-26,500,entertainment,online
txn_card_7_3_15,card_7,2025-10-26,200,entertainment,online
txn_card_7_3_16,card_7,2025-10-26,200,utilities,online
txn_card_7_3_17,card_7,2025-10-22,1000,rent,online
txn_card_7_3_18,card_7,2025-10-21,100,rent,online
txn_card_7_3_19,card_7,2025-10-12,1000,groceries,in_store
txn_card_7_3_20,card_7,2025-10-29,500,entertainment,online
txn_card_7_4_0,card_7,2025-09-23,200,entertainment,online
txn_card_7_4_1,card_7,2025-10-01,500,groceries,online
txn_card_7_4_2,card_7,2025-09-12,500,groceries,online
txn_card_7_4_3,card_7,2025-09-09,100,travel,online
txn_card_7_4_4,card_7,2025-09-06,100,rent,online
txn_card_7_4_5,card_7,2025-09-22,500,groceries,online
txn_card_7_4_6,card_7,2025-09-27,500,travel,in_store
txn_card_7_4_7,card_7,2025-09-28,100,utilities,online
txn_card_7_4_8,card_7,2025-09-05,2000,fuel,in_store
txn_card_7_4_9,card_7,2025-09-26,200,food_delivery,online
txn_card_7_4_10,card_7,2025-09-12,500,rent,online
txn_card_7_4_11,card_7,2025-09-19,100,shopping,online
txn_card_7_4_12,card_7,2025-09-28,500,travel,online
txn_card_7_4_13,card_7,2025-09-09,500,food_delivery,online
txn_card_7_4_14,card_7,2025-09-13,1000,groceries,online
txn_card_7_4_15,card_7,2025-10-01,100,entertainment,in_store
txn_card_7_4_16,card_7,2025-09-18,200,food_delivery,in_store
txn_card_7_4_17,card_7,2025-09-12,200,groceries,online
txn_card_7_4_18,card_7,2025-09-06,500,entertainment,online
txn_card_7_4_19,card_7,2025-09-23,1000,shopping,in_store
txn_card_7_4_20,card_7,2025-09-16,100,entertainment,in_store
txn_card_7_4_21,card_7,2025-09-12,2000,food_delivery,online
txn_card_7_4_22,card_7,2025-09-12,100,rent,online
txn_card_7_4_23,card_7,2025-10-02,100,utilities,online
txn_card_7_4_24,card_7,2025-09-15,200,utilities,in_store
txn_card_7_4_25,card_7,2025-09-23,500,travel,online
txn_card_7_4_26,card_7,2025-09-26,500,food_delivery,in_store
txn_card_7_4_27,card_7,2025-09-26,200,fuel,in_store
txn_card_7_4_28,card_7,2025-09-26,100,shopping,in_store
txn_card_7_4_29,card_7,2025-09-15,100,entertainment,in_store
txn_card_7_4_30,card_7,2025-09-16,200,utilities,online
txn_card_7_4_31,card_7,2025-09-09,200,rent,online
txn_card_7_5_0,card_7,2025-08-09,200,rent,online
txn_card_7_5_1,card_7,2025-09-03,100,food_delivery,in_store
txn_card_7_5_2,card_7,2025-08-13,200,groceries,online
txn_card_7_5_3,card_7,2025-08-07,1000,groceries,in_store
txn_card_7_5_4,card_7,2025-08-08,200,rent,in_store
txn_card_7_5_5,card_7,2025-08-20,500,food_delivery,in_store
txn_card_7_5_6,card_7,2025-08-22,200,utilities,online
txn_card_7_5_7,card_7,2025-08-21,200,entertainment,in_store
txn_card_7_5_8,card_7,2025-08-14,1000,groceries,in_store
txn_card_7_5_9,card_7,2025-08-22,2000,entertainment,online
txn_card_7_5_10,card_7,2025-08-27,500,food_delivery,online
txn_card_7_5_11,card_7,2025-08-23,200,utilities,in_store
txn_card_7_5_12,card_7,2025-08-10,100,rent,in_store
txn_card_7_5_13,card_7,2025-08-25,500,shopping,in_store
txn_card_7_5_14,card_7,2025-08-12,2000,food_delivery,online
txn_card_7_5_15,card_7,2025-08-31,1000,entertainment,in_store
txn_card_7_5_16,card_7,2025-08-12,500,utilities,in_store
txn_card_7_5_17,card_7,2025-08-07,100,food_delivery,in_store
txn_card_7_5_18,card_7,2025-08-05,500,travel,online
txn_card_7_5_19,card_7,2025-08-27,100,rent,in_store
txn_card_7_5_20,card_7,2025-08-05,100,utilities,online
txn_card_7_5_21,card_7,2025-08-31,500,rent,in_store
txn_card_7_5_22,card_7,2025-08-20,1000,utilities,in_store
txn_card_7_5_23,card_7,2025-08-07,1000,shopping,in_store
txn_card_7_5_24,card_7,2025-09-02,200,groceries,online
txn_card_7_5_25,card_7,2025-08-24,100,fuel,online
txn_card_7_5_26,card_7,2025-08-22,100,travel,online
txn_card_7_5_27,card_7,2025-08-22,500,food_delivery,in_store
txn_card_7_5_28,card_7,2025-09-03,2000,groceries,online
txn_card_8_0_0,card_8,2026-01-30,100,travel,in_store
txn_card_8_0_1,card_8,2026-01-14,5000,travel,online
txn_card_8_0_2,card_8,2026-01-15,200,fuel,online
txn_card_8_0_3,card_8,2026-01-08,2000,shopping,online
txn_card_8_0_4,card_8,2026-01-26,100,food_delivery,online
txn_card_8_0_5,card_8,2026-01-03,100,travel,in_store
txn_card_8_0_6,card_8,2026-01-31,200,entertainment,online
txn_card_8_0_7,card_8,2026-01-23,100,food_delivery,in_store
txn_card_8_0_8,card_8,2026-01-18,100,food_delivery,online
txn_card_8_0_9,card_8,2026-01-03,2000,shopping,online
txn_card_8_0_10,card_8,2026-01-07,200,groceries,online
txn_card_8_0_11,card_8,2026-01-21,100,rent,online
txn_card_8_0_12,card_8,2026-01-09,500,fuel,online
txn_card_8_0_13,card_8,2026-01-10,500,travel,in_store
txn_card_8_0_14,card_8,2026-01-23,1000,entertainment,online
txn_card_8_0_15,card_8,2026-01-15,2000,shopping,in_store
txn_card_8_0_16,card_8,2026-01-02,1000,utilities,online
txn_card_8_0_17,card_8,2026-01-19,100,rent,in_store
txn_card_8_0_18,card_8,2026-01-29,200,shopping,online
txn_card_8_0_19,card_8,2026-01-07,100,fuel,online
txn_card_8_0_20,card_8,2026-01-11,200,groceries,online
txn_card_8_0_21,card_8,2026-01-19,500,groceries,online
txn_card_8_0_22,card_8,2026-01-08,1000,groceries,in_store
txn_card_8_0_23,card_8,2026-01-24,500,travel,in_store
txn_card_8_0_24,card_8,2026-01-27,100,shopping,online
txn_card_8_0_25,card_8,2026-01-11,500,travel,online
txn_card_8_0_26,card_8,2026-01-02,2000,groceries,in_store
txn_card_8_0_27,card_8,2026-01-12,200,fuel,online
txn_card_8_0_28,card_8,2026-01-28,200,fuel,online
txn_card_8_0_29,card_8,2026-01-20,100,utilities,in_store
txn_card_8_0_30,card_8,2026-01-07,5000,travel,online
txn_card_8_0_31,card_8,2026-01-25,500,shopping,online
txn_card_8_0_32,card_8,2026-01-26,200,rent,online
txn_card_8_0_33,card_8,2026-01-30,2000,utilities,in_store
txn_card_8_0_34,card_8,2026-01-20,200,fuel,in_store
txn_card_8_0_35,card_8,2026-01-31,100,shopping,in_store
txn_card_8_0_36,card_8,2026-01-07,200,groceries,in_store
txn_card_8_0_37,card_8,2026-01-25,100,food_delivery,online
txn_card_8_0_38,card_8,2026-01-26,100,rent,in_store
txn_card_8_0_39,card_8,2026-01-02,1000,entertainment,online
txn_card_8_0_40,card_8,2026-01-02,5000,rent,in_store
txn_card_8_0_41,card_8,2026-01-17,100,entertainment,online
txn_card_8_0_42,card_8,2026-01-27,500,groceries,in_store
txn_card_8_0_43,card_8,2026-01-12,100,rent,in_store
txn_card_8_0_44,card_8,2026-01-13,500,utilities,online
txn_card_8_0_45,card_8,2026-01-15,5000,travel,online
txn_card_8_0_46,card_8,2026-01-08,500,fuel,online
txn_card_8_0_47,card_8,2026-01-30,200,utilities,in_store
txn_card_8_0_48,card_8,2026-01-10,500,travel,online
txn_card_8_1_0,card_8,2025-12-21,200,entertainment,online
txn_card_8_1_1,card_8,2025-12-25,200,shopping,online
txn_card_8_1_2,card_8,2025-12-29,200,shopping,in_store
txn_card_8_1_3,card_8,2025-12-25,200,groceries,in_store
txn_card_8_1_4,card_8,2025-12-04,1000,groceries,online
txn_card_8_1_5,card_8,2025-12-08,200,travel,online
txn_card_8_1_6,card_8,2025-12-05,500,shopping,in_store
txn_card_8_1_7,card_8,2025-12-03,2000,shopping,in_store
txn_card_8_1_8,card_8,2025-12-28,500,fuel,in_store
txn_card_8_1_9,card_8,2025-12-11,200,travel,in_store
txn_card_8_1_10,card_8,2025-12-08,200,shopping,in_store
txn_card_8_1_11,card_8,2026-01-01,1000,travel,online
txn_card_8_1_12,card_8,2025-12-03,100,shopping,in_store
txn_card_8_1_13,card_8,2025-12-21,500,food_delivery,online
txn_card_8_1_14,card_8,2025-12-17,1000,utilities,online
txn_card_8_2_0,card_8,2025-11-29,1000,fuel,online
txn_card_8_2_1,card_8,2025-11-20,2000,shopping,online
txn_card_8_2_2,card_8,2025-11-30,100,shopping,online
txn_card_8_2_3,card_8,2025-11-13,100,entertainment,online
txn_card_8_2_4,card_8,2025-11-23,200,entertainment,online
txn_card_8_2_5,card_8,2025-11-16,200,groceries,online
txn_card_8_2_6,card_8,2025-11-27,100,groceries,online
txn_card_8_2_7,card_8,2025-11-26,200,groceries,online
txn_card_8_2_8,card_8,2025-11-20,5000,food_delivery,in_store
txn_card_8_2_9,card_8,2025-11-23,500,shopping,online
txn_card_8_2_10,card_8,2025-11-12,500,fuel,in_store
txn_card_8_2_11,card_8,2025-11-22,2000,fuel,online
txn_card_8_2_12,card_8,2025-11-16,1000,shopping,online
txn_card_8_2_13,card_8,2025-11-29,1000,food_delivery,online
txn_card_8_2_14,card_8,2025-11-14,100,shopping,online
txn_card_8_2_15,card_8,2025-11-30,200,rent,online
txn_card_8_2_16,card_8,2025-11-28,200,fuel,online
txn_card_8_2_17,card_8,2025-11-19,200,entertainment,online
txn_card_8_2_18,card_8,2025-11-03,2000,groceries,online
txn_card_8_2_19,card_8,2025-11-14,1000,shopping,in_store
txn_card_8_2_20,card_8,2025-11-19,1000,rent,in_store
txn_card_8_2_21,card_8,2025-11-06,2000,shopping,online
txn_card_8_2_22,card_8,2025-11-06,1000,entertainment,in_store
txn_card_8_2_23,card_8,2025-11-03,100,fuel,online
txn_card_8_2_24,card_8,2025-11-18,500,entertainment,online
txn_card_8_2_25,card_8,2025-11-08,500,food_delivery,in_store
txn_card_8_2_26,card_8,2025-11-16,500,fuel,online
txn_card_8_2_27,card_8,2025-11-03,1000,entertainment,online
txn_card_8_2_28,card_8,2025-11-05,5000,entertainment,online
txn_card_8_2_29,card_8,2025-11-04,200,travel,online
txn_card_8_2_30,card_8,2025-11-28,500,entertainment,in_store
txn_card_8_2_31,card_8,2025-12-02,200,fuel,online
txn_card_8_2_32,card_8,2025-11-18,100,fuel,online
txn_card_8_2_33,card_8,2025-11-25,200,shopping,online
txn_card_8_2_34,card_8,2025-11-18,500,utilities,in_store
txn_card_8_2_35,card_8,2025-11-16,500,utilities,in_store
txn_card_8_2_36,card_8,2025-11-06,200,rent,online
txn_card_8_2_37,card_8,2025-12-01,500,entertainment,in_store
txn_card_8_2_38,card_8,2025-11-24,100,utilities,in_store
txn_card_8_2_39,card_8,2025-12-02,200,food_delivery,online
txn_card_8_2_40,card_8,2025-11-18,500,utilities,in_store
txn_card_8_2_41,card_8,2025-11-13,100,shopping,in_store
txn_card_8_2_42,card_8,2025-11-13,200,rent,online
txn_card_8_2_43,card_8,2025-11-25,1000,groceries,in_store
txn_card_8_2_44,card_8,2025-12-01,200,fuel,online
txn_card_8_2_45,card_8,2025-11-23,1000,travel,in_store
txn_card_8_2_46,card_8,2025-11-26,1000,shopping,in_store
txn_card_8_2_47,card_8,2025-11-16,500,travel,online
txn_card_8_2_48,card_8,2025-11-16,500,fuel,in_store
txn_card_8_2_49,card_8,2025-11-19,1000,shopping,online
txn_card_8_2_50,card_8,2025-11-14,100,fuel,online
txn_card_8_2_51,card_8,2025-11-12,1000,groceries,in_store
txn_card_8_2_52,card_8,2025-11-07,100,utilities,in_store
txn_card_8_2_53,card_8,2025-11-04,100,entertainment,in_store
txn_card_8_2_54,card_8,2025-11-27,500,groceries,online
txn_card_8_3_0,card_8,2025-10-31,500,fuel,in_store
txn_card_8_3_1,card_8,2025-10-19,100,entertainment,online
txn_card_8_3_2,card_8,2025-11-01,500,travel,in_store
txn_card_8_3_3,card_8,2025-10-25,500,fuel,online
txn_card_8_3_4,card_8,2025-10-23,2000,shopping,online
txn_card_8_3_5,card_8,2025-10-29,1000,travel,in_store
txn_card_8_3_6,card_8,2025-10-25,200,shopping,online
txn_card_8_3_7,card_8,2025-10-09,500,fuel,online
txn_card_8_3_8,card_8,2025-10-22,100,food_delivery,online
txn_card_8_3_9,card_8,2025-10-09,500,travel,online
txn_card_8_3_10,card_8,2025-10-04,200,food_delivery,in_store
txn_card_8_3_11,card_8,2025-10-23,1000,food_delivery,online
txn_card_8_3_12,card_8,2025-10-13,500,utilities,online
txn_card_8_3_13,card_8,2025-10-13,500,rent,in_store
txn_card_8_3_14,card_8,2025-10-28,100,travel,online
txn_card_8_3_15,card_8,2025-10-10,200,entertainment,online
txn_card_8_3_16,card_8,2025-10-18,200,fuel,in_store
txn_card_8_3_17,card_8,2025-10-22,500,travel,in_store
txn_card_8_3_18,card_8,2025-11-02,200,entertainment,in_store
txn_card_8_3_19,card_8,2025-10-24,100,utilities,in_store
txn_card_8_4_0,card_8,2025-09-29,500,groceries,in_store
txn_card_8_4_1,card_8,2025-09-11,500,fuel,in_store
txn_card_8_4_2,card_8,2025-09-08,200,fuel,in_store
txn_card_8_4_3,card_8,2025-09-25,100,utilities,in_store
txn_card_8_4_4,card_8,2025-09-24,100,fuel,in_store
txn_card_8_4_5,card_8,2025-09-08,100,travel,online
txn_card_8_4_6,card_8,2025-10-02,200,food_delivery,online
